CustomerID,Gender,AgeGroup,CategoryVisited,NumPagesViewed,DeviceUsed,ReferralSource,CartValue,PreferredPaymentMethod,DiscountApplied,DiscountAmount,PurchaseMade,Segment,YearsOfMembership,LoyaltyPoints,LoyaltyTier,State
HL-62289,Female,35-44,Technology,18,Desktop,Direct,2124.8328,Bank Transfer,Yes,0.1,No,Home Office,9,1017,Silver,Texas
HL-62856,Female,18-24,Technology,2,Desktop,Direct,713.1928,Debit Card,Yes,0.1,No,Consumer,6,1244,Gold,California
HL-67787,Male,18-24,Furniture,9,Mobile,Search Engine,520.754,Credit Card,Yes,0.7,Yes,Consumer,3,1037,Bronze,Alabama
HL-68387,Male,35-44,Furniture,11,Desktop,Direct,1163.5348,PayPal,Yes,0.2,Yes,Corporate,4,3864,Bronze,California
HL-70402,Female,35-44,Home Supplies,9,Desktop,Search Engine,1329.7488,Bank Transfer,Yes,0.1,No,Corporate,9,3086,Platinum,Alabama
HL-78173,Male,65+,Home Supplies,1,Desktop,Direct,1630.004,Bank Transfer,Yes,0.7,No,Consumer,2,1331,Bronze,California
HL-79843,Male,18-24,Home Supplies,5,Mobile,Email,186.8344,PayPal,Yes,0.3,No,Home Office,10,2040,Platinum,New York
HL-80417,Female,18-24,Technology,12,Desktop,Email,825.7248,PayPal,Yes,0.5,Yes,Corporate,6,4129,Bronze,Texas
HL-88737,Male,45-54,Furniture,16,Desktop,Direct,2195.9908,Credit Card,Yes,0.1,Yes,Home Office,10,1381,Platinum,Ohio
HL-98242,Male,18-24,Technology,6,Laptop,Email,1397.6736,PayPal,Yes,0.1,No,Consumer,8,346,Silver,Texas
HM-01413,Male,55-64,Technology,11,Laptop,Social Media,1262.91,PayPal,Yes,0.8,Yes,Corporate,10,3685,Gold,Alabama
HM-01511,Female,55-64,Home Supplies,10,Desktop,Direct,2083.9534,Credit Card,Yes,0.3,No,Home Office,4,2455,Bronze,California
HM-01538,Female,18-24,Furniture,7,Laptop,Social Media,660.3576,Credit Card,Yes,0.3,No,Consumer,8,621,Platinum,Ohio
HM-02538,Male,18-24,Furniture,10,Tablet,Social Media,163.592,Credit Card,Yes,0.1,No,Consumer,7,257,Silver,Texas
HM-03458,Female,18-24,Home Supplies,7,Tablet,Search Engine,662.032,Debit Card,Yes,0.1,No,Consumer,3,157,Gold,New York
HM-07842,Female,65+,Home Supplies,15,Desktop,Email,1067.608,Debit Card,Yes,0.1,No,Consumer,9,783,Platinum,Alabama
HM-08476,Male,65+,Furniture,4,Laptop,Email,2098.1164,PayPal,Yes,0.1,No,Corporate,9,4672,Silver,New York
HM-08656,Female,45-54,Home Supplies,12,Mobile,Social Media,544.2635,Bank Transfer,Yes,0.7,Yes,Corporate,3,3035,Bronze,Ohio
HM-13781,Female,45-54,Technology,15,Tablet,Search Engine,397.5248,PayPal,Yes,0.1,Yes,Corporate,2,4919,Bronze,Florida
HM-15005,Male,45-54,Technology,17,Mobile,Social Media,480.0592,Bank Transfer,Yes,0.5,Yes,Home Office,6,1594,Bronze,Florida
HM-18207,Female,35-44,Furniture,14,Desktop,Direct,1514.6368,PayPal,Yes,0.2,Yes,Corporate,8,4737,Platinum,Florida
HM-19686,Male,18-24,Furniture,1,Laptop,Social Media,1793.1244,PayPal,Yes,0.1,No,Consumer,7,682,Silver,Texas
HM-27006,Male,25-34,Technology,3,Desktop,Direct,930.0456,Credit Card,Yes,0.5,No,Corporate,3,4097,Bronze,Ohio
HM-27077,Female,55-64,Technology,11,Laptop,Search Engine,1434.3945,PayPal,Yes,0.3,No,Home Office,9,2021,Platinum,Florida
HM-28753,Male,25-34,Furniture,17,Desktop,Social Media,1327.78,Debit Card,Yes,0.8,Yes,Home Office,9,1732,Gold,California
HM-35509,Female,65+,Technology,17,Laptop,Direct,924.0967,PayPal,Yes,0.1,No,Consumer,5,542,Gold,Ohio
HM-38744,Male,55-64,Technology,12,Desktop,Social Media,1639.6344,Bank Transfer,Yes,0.5,Yes,Home Office,3,2212,Bronze,Florida
HM-39884,Male,25-34,Technology,11,Desktop,Email,1410.871,Credit Card,Yes,0.3,No,Home Office,5,1726,Silver,Texas
HM-40619,Male,25-34,Furniture,3,Mobile,Search Engine,377.459,Debit Card,Yes,0.5,No,Corporate,5,4733,Gold,California
HM-45219,Female,18-24,Home Supplies,14,Desktop,Social Media,1408.1731,Credit Card,Yes,0.7,Yes,Corporate,3,3808,Platinum,New York
HM-61507,Male,25-34,Home Supplies,8,Desktop,Social Media,1183.5767,PayPal,Yes,0.3,No,Consumer,7,857,Silver,Alabama
HM-63262,Male,65+,Furniture,19,Mobile,Search Engine,566.6956,PayPal,Yes,0.3,No,Consumer,3,987,Platinum,Alabama
HM-68627,Female,45-54,Home Supplies,15,Desktop,Direct,1290.9132,Debit Card,Yes,0.2,Yes,Corporate,3,4276,Bronze,Alabama
HM-73171,Female,45-54,Furniture,13,Desktop,Email,1153.8384,Bank Transfer,Yes,0.2,Yes,Home Office,8,2821,Bronze,Florida
HM-74922,Female,45-54,Furniture,5,Laptop,Social Media,1993.1068,Credit Card,Yes,0.3,Yes,Corporate,2,3929,Silver,New York
HM-77975,Male,35-44,Home Supplies,6,Laptop,Direct,1889.5176,PayPal,Yes,0.5,No,Corporate,7,3007,Bronze,Alabama
HM-82911,Male,18-24,Home Supplies,6,Desktop,Direct,1359.3888,Credit Card,No,0,No,Consumer,1,266,Platinum,Ohio
HM-83972,Female,35-44,Furniture,2,Laptop,Direct,1170.7344,PayPal,Yes,0.5,No,Home Office,4,1786,Platinum,Texas
HM-86529,Male,65+,Furniture,17,Tablet,Social Media,366.8437,PayPal,Yes,0.3,No,Corporate,6,4615,Platinum,Texas
HM-93239,Female,35-44,Home Supplies,10,Tablet,Social Media,645.4358,PayPal,Yes,0.1,No,Consumer,3,1915,Silver,Texas
HM-99975,Female,55-64,Home Supplies,13,Laptop,Search Engine,1111.219,Bank Transfer,Yes,0.2,Yes,Corporate,2,4152,Platinum,Florida
HN-01409,Male,18-24,Furniture,1,Desktop,Email,1617.916,Debit Card,Yes,0.3,No,Corporate,6,3192,Silver,New York
HN-04315,Male,55-64,Furniture,9,Mobile,Direct,388.5248,Credit Card,Yes,0.7,No,Consumer,5,1590,Gold,Ohio
HN-06306,Female,65+,Furniture,9,Laptop,Search Engine,1060.2167,PayPal,Yes,0.1,No,Home Office,9,1949,Gold,Florida
HN-09510,Male,55-64,Furniture,16,Desktop,Email,1177.1608,Credit Card,Yes,0.2,Yes,Home Office,3,1202,Silver,Ohio
HN-10617,Male,65+,Technology,6,Laptop,Search Engine,1060.3064,PayPal,No,0,No,Home Office,9,2609,Silver,California
HN-12775,Female,35-44,Home Supplies,15,Laptop,Social Media,1900.6848,PayPal,Yes,0.8,No,Consumer,4,1007,Gold,Texas
HN-13931,Female,18-24,Home Supplies,8,Desktop,Direct,1257.7536,Credit Card,Yes,0.1,No,Corporate,1,3665,Silver,Alabama
HN-17614,Female,45-54,Home Supplies,14,Laptop,Email,1687.282,Debit Card,Yes,0.8,Yes,Corporate,9,3663,Platinum,California
HN-19668,Male,25-34,Home Supplies,14,Mobile,Direct,527.814,PayPal,Yes,0.3,Yes,Corporate,3,4517,Gold,California
HN-19984,Male,18-24,Technology,10,Desktop,Social Media,1113.5008,PayPal,Yes,0.1,No,Consumer,3,423,Platinum,California
HN-20004,Female,55-64,Furniture,18,Mobile,Direct,404.514,Bank Transfer,Yes,0.5,Yes,Consumer,3,1345,Bronze,Texas
HN-23271,Male,45-54,Technology,6,Laptop,Direct,957.9816,PayPal,Yes,0.1,No,Home Office,5,2046,Silver,Alabama
HN-23716,Female,65+,Technology,1,Laptop,Search Engine,1425.324,Credit Card,Yes,0.1,No,Corporate,10,3777,Platinum,Florida
HN-26024,Male,18-24,Furniture,13,Laptop,Social Media,1685.3236,PayPal,Yes,0.2,Yes,Home Office,2,2171,Bronze,Alabama
HN-28619,Male,65+,Home Supplies,15,Laptop,Social Media,1042.5464,Debit Card,Yes,0.7,Yes,Corporate,7,3256,Platinum,Alabama
HN-34113,Female,45-54,Technology,18,Laptop,Search Engine,1737.408,Credit Card,No,0,No,Home Office,6,2957,Platinum,California
HN-34764,Female,18-24,Home Supplies,8,Laptop,Search Engine,1807,PayPal,Yes,0.1,No,Home Office,8,2723,Gold,Alabama
HN-36737,Male,25-34,Home Supplies,2,Desktop,Direct,1034.5144,PayPal,Yes,0.3,No,Home Office,6,2708,Platinum,Alabama
HN-39853,Male,65+,Technology,9,Laptop,Social Media,1252.3768,Bank Transfer,Yes,0.7,No,Consumer,4,361,Gold,Florida
HN-40222,Female,35-44,Furniture,19,Desktop,Search Engine,1306.963,Credit Card,Yes,0.3,No,Consumer,4,621,Silver,Texas
HN-40273,Female,35-44,Technology,8,Desktop,Social Media,895.061,PayPal,Yes,0.8,Yes,Consumer,2,277,Platinum,California
HN-41412,Female,25-34,Technology,16,Desktop,Email,1924.3953,Debit Card,Yes,0.3,No,Corporate,1,3608,Gold,Florida
HN-46875,Female,55-64,Home Supplies,2,Tablet,Email,439.1984,Debit Card,Yes,0.1,No,Consumer,9,938,Silver,Ohio
HN-49290,Male,65+,Furniture,4,Mobile,Email,363.0676,PayPal,No,0,No,Corporate,1,3294,Gold,Florida
HN-60525,Female,55-64,Home Supplies,2,Laptop,Direct,437.2139,PayPal,Yes,0.1,No,Home Office,7,1154,Platinum,Alabama
HN-68974,Female,65+,Home Supplies,3,Laptop,Email,529.5515,Debit Card,Yes,0.1,No,Home Office,4,1324,Platinum,California
HN-69993,Female,65+,Home Supplies,18,Laptop,Social Media,1055.4496,PayPal,Yes,0.1,No,Corporate,10,4293,Platinum,Texas
HN-72245,Male,18-24,Technology,19,Desktop,Email,1635.41,PayPal,Yes,0.1,No,Home Office,8,2516,Silver,Texas
HN-74408,Male,45-54,Furniture,3,Desktop,Email,772.6024,Debit Card,Yes,0.1,No,Consumer,6,239,Gold,Ohio
HN-76186,Male,55-64,Technology,8,Laptop,Direct,816.912,Debit Card,Yes,0.1,No,Consumer,6,1433,Silver,Alabama
HN-76901,Female,25-34,Technology,6,Mobile,Social Media,302.0832,Credit Card,Yes,0.2,Yes,Consumer,8,223,Gold,California
HN-77320,Male,65+,Furniture,1,Desktop,Search Engine,1057.2175,Credit Card,Yes,0.1,No,Home Office,10,2138,Bronze,Ohio
HN-77922,Female,65+,Home Supplies,10,Desktop,Social Media,960.301,PayPal,Yes,0.1,No,Corporate,4,4555,Bronze,Texas
HN-81776,Female,65+,Furniture,8,Mobile,Search Engine,588.03,Debit Card,Yes,0.3,No,Corporate,8,4239,Bronze,Ohio
HN-81924,Female,35-44,Home Supplies,7,Laptop,Direct,1385.14,Credit Card,Yes,0.5,Yes,Corporate,6,3645,Silver,California
HN-99583,Female,35-44,Home Supplies,11,Tablet,Direct,197.7403,Debit Card,Yes,0.1,Yes,Corporate,3,4837,Silver,California
HO-05577,Male,55-64,Home Supplies,17,Desktop,Direct,1139.269,Credit Card,Yes,0.8,Yes,Corporate,8,4362,Silver,New York
HO-05613,Male,45-54,Furniture,6,Laptop,Search Engine,620.115,Debit Card,Yes,0.8,Yes,Home Office,7,2616,Silver,California
HO-06442,Male,35-44,Furniture,18,Tablet,Search Engine,761.5998,Credit Card,Yes,0.7,Yes,Consumer,2,1689,Gold,California
HO-07946,Male,35-44,Technology,5,Desktop,Social Media,1360.9164,PayPal,Yes,0.5,No,Consumer,2,1723,Bronze,Alabama
HO-14272,Male,65+,Technology,7,Desktop,Social Media,963.6736,PayPal,Yes,0.1,No,Consumer,4,507,Bronze,Florida
HO-16651,Male,65+,Furniture,6,Laptop,Social Media,1146.472,PayPal,Yes,0.3,No,Corporate,9,3164,Gold,Alabama
HO-22286,Female,55-64,Home Supplies,15,Laptop,Direct,861.2846,PayPal,Yes,0.3,Yes,Home Office,8,2143,Gold,Texas
HO-33787,Male,35-44,Furniture,16,Laptop,Search Engine,1656.8896,PayPal,Yes,0.1,No,Consumer,3,242,Bronze,Texas
HO-37420,Male,25-34,Technology,14,Desktop,Direct,1099.8491,Credit Card,Yes,0.5,No,Consumer,7,368,Bronze,Ohio
HO-38011,Female,55-64,Home Supplies,12,Desktop,Direct,961.6203,Debit Card,Yes,0.1,Yes,Corporate,10,3594,Gold,New York
HO-41110,Female,25-34,Furniture,11,Laptop,Email,1462.21,Credit Card,Yes,0.3,Yes,Home Office,4,2913,Gold,California
HO-49404,Female,25-34,Technology,18,Mobile,Email,439.0875,Debit Card,Yes,0.7,Yes,Corporate,2,3380,Gold,Alabama
HO-51198,Male,25-34,Technology,13,Laptop,Direct,1414.7236,PayPal,Yes,0.3,No,Corporate,5,3536,Bronze,New York
HO-52463,Female,35-44,Furniture,19,Desktop,Direct,1278.912,Bank Transfer,Yes,0.1,No,Home Office,7,2872,Gold,New York
HO-54583,Female,25-34,Home Supplies,11,Tablet,Email,553.11,Debit Card,Yes,0.5,Yes,Corporate,5,4735,Silver,New York
HO-55293,Female,65+,Home Supplies,4,Mobile,Direct,186.64,Credit Card,Yes,0.3,No,Corporate,9,4456,Platinum,Florida
HO-56038,Male,45-54,Furniture,11,Laptop,Email,1205.996,Credit Card,Yes,0.2,Yes,Consumer,7,1371,Platinum,Ohio
HO-57931,Male,55-64,Technology,1,Laptop,Search Engine,998.39,PayPal,Yes,0.7,No,Home Office,3,1693,Gold,California
HO-59848,Female,25-34,Technology,17,Desktop,Direct,1313.4234,Debit Card,Yes,0.1,Yes,Consumer,8,1696,Silver,California
HO-61426,Female,18-24,Technology,10,Desktop,Search Engine,1291.104,PayPal,Yes,0.2,Yes,Consumer,8,1548,Gold,Alabama
HO-62531,Male,55-64,Furniture,13,Laptop,Search Engine,924.001,Debit Card,Yes,0.1,Yes,Consumer,9,657,Silver,California
HO-67661,Female,25-34,Furniture,16,Tablet,Social Media,767.524,Credit Card,Yes,0.1,No,Consumer,1,1829,Bronze,Alabama
HO-71215,Female,55-64,Home Supplies,9,Mobile,Search Engine,359.91,Credit Card,Yes,0.3,No,Consumer,8,1114,Silver,Ohio
HO-72510,Male,45-54,Home Supplies,18,Desktop,Direct,1561.2976,Debit Card,Yes,0.3,No,Home Office,9,2028,Bronze,Florida
HO-76104,Male,18-24,Home Supplies,18,Mobile,Email,526.896,Credit Card,Yes,0.5,Yes,Corporate,10,3279,Platinum,Ohio
HO-78344,Male,25-34,Technology,13,Laptop,Direct,1413.4096,Credit Card,Yes,0.1,No,Corporate,9,4741,Bronze,New York
HO-89302,Male,35-44,Furniture,18,Laptop,Search Engine,1649.7192,Bank Transfer,Yes,0.8,Yes,Consumer,10,1098,Silver,New York
HO-94077,Male,25-34,Technology,19,Desktop,Social Media,1373.7448,PayPal,Yes,0.3,Yes,Home Office,10,2902,Silver,Ohio
HO-99031,Male,35-44,Home Supplies,12,Desktop,Email,1595.7828,PayPal,Yes,0.5,Yes,Corporate,8,3965,Gold,Alabama
HP-02662,Male,18-24,Technology,17,Laptop,Direct,978.544,Debit Card,No,0,No,Consumer,2,1121,Bronze,Texas
HP-02676,Male,65+,Furniture,16,Desktop,Search Engine,1500.111,Credit Card,Yes,0.2,Yes,Corporate,5,3429,Silver,California
HP-17488,Female,35-44,Furniture,6,Laptop,Direct,1337.04,PayPal,Yes,0.1,No,Home Office,2,2899,Gold,New York
HP-23611,Male,45-54,Furniture,5,Mobile,Direct,478.1392,Credit Card,Yes,0.1,No,Home Office,4,2349,Silver,Florida
HP-35671,Male,35-44,Technology,7,Desktop,Direct,1018.8104,Bank Transfer,Yes,0.3,No,Home Office,4,2323,Gold,New York
HP-36287,Female,45-54,Home Supplies,5,Desktop,Direct,1713.9015,Debit Card,Yes,0.1,No,Corporate,7,4003,Platinum,Florida
HP-36941,Female,35-44,Home Supplies,3,Tablet,Social Media,265.068,Bank Transfer,Yes,0.8,Yes,Corporate,9,4726,Platinum,Florida
HP-48979,Male,55-64,Home Supplies,5,Laptop,Direct,1311.415,PayPal,Yes,0.8,Yes,Consumer,9,1470,Gold,Florida
HP-49356,Male,55-64,Home Supplies,15,Desktop,Direct,1405.725,PayPal,Yes,0.5,No,Consumer,8,1623,Bronze,Alabama
HP-51171,Female,55-64,Home Supplies,7,Laptop,Search Engine,745.136,Bank Transfer,Yes,0.1,No,Home Office,1,2019,Gold,Alabama
HP-51999,Male,55-64,Furniture,3,Laptop,Social Media,923.214,PayPal,Yes,0.1,No,Corporate,9,4954,Gold,New York
HP-55518,Male,55-64,Home Supplies,14,Laptop,Direct,1381.192,PayPal,Yes,0.5,No,Consumer,1,877,Platinum,Alabama
HP-56914,Female,65+,Home Supplies,10,Laptop,Search Engine,1196.9299,Bank Transfer,Yes,0.8,Yes,Consumer,2,1771,Platinum,New York
HP-63484,Female,35-44,Technology,18,Desktop,Direct,2031.8688,Debit Card,Yes,0.1,No,Consumer,2,833,Gold,New York
HP-64444,Male,45-54,Home Supplies,15,Desktop,Search Engine,1061.2991,PayPal,Yes,0.1,No,Home Office,3,1203,Bronze,Ohio
HP-67044,Male,18-24,Home Supplies,2,Laptop,Direct,601.2736,Credit Card,Yes,0.1,No,Corporate,9,3206,Bronze,Alabama
HP-68778,Male,35-44,Furniture,4,Desktop,Direct,743.736,PayPal,No,0,No,Home Office,9,2988,Bronze,California
HP-69556,Female,55-64,Technology,6,Laptop,Search Engine,922.3168,Credit Card,Yes,0.1,No,Home Office,6,2233,Silver,Texas
HP-70395,Male,35-44,Home Supplies,19,Laptop,Email,1194.868,Bank Transfer,Yes,0.1,No,Home Office,10,1674,Gold,Florida
HP-72537,Female,55-64,Technology,2,Mobile,Search Engine,212.5952,Bank Transfer,Yes,0.8,Yes,Consumer,4,212,Gold,Alabama
HP-79497,Male,18-24,Home Supplies,15,Tablet,Direct,400.4752,Credit Card,Yes,0.2,Yes,Corporate,9,3136,Platinum,Florida
HP-81605,Male,35-44,Home Supplies,18,Mobile,Direct,341.3088,PayPal,Yes,0.1,No,Corporate,8,3964,Platinum,New York
HP-83938,Male,35-44,Home Supplies,4,Desktop,Search Engine,1200.672,PayPal,Yes,0.7,No,Consumer,5,958,Platinum,California
HP-90959,Male,18-24,Home Supplies,4,Mobile,Social Media,316.0844,Credit Card,Yes,0.3,No,Consumer,4,1038,Bronze,New York
HP-96553,Female,18-24,Furniture,19,Tablet,Direct,1429.9432,Credit Card,Yes,0.1,No,Home Office,8,1728,Silver,Alabama
HP-96841,Male,35-44,Furniture,16,Laptop,Search Engine,1190.101,Bank Transfer,Yes,0.1,No,Corporate,5,3900,Platinum,New York
HP-98063,Female,35-44,Furniture,7,Mobile,Direct,344.344,Credit Card,Yes,0.1,No,Consumer,10,1182,Silver,California
HQ-02097,Female,45-54,Furniture,14,Mobile,Email,574.2784,Bank Transfer,Yes,0.8,Yes,Consumer,6,142,Gold,Florida
HQ-05785,Female,25-34,Technology,12,Laptop,Search Engine,1324.332,Credit Card,Yes,0.8,Yes,Corporate,1,4168,Gold,Florida
HQ-08781,Female,25-34,Home Supplies,17,Mobile,Social Media,776.036,Credit Card,Yes,0.5,Yes,Corporate,9,4733,Bronze,Ohio
HQ-09466,Female,45-54,Home Supplies,2,Desktop,Social Media,690.1834,PayPal,Yes,0.2,Yes,Home Office,9,2581,Gold,Alabama
HQ-11790,Female,55-64,Technology,7,Mobile,Direct,466.6315,Bank Transfer,Yes,0.1,No,Consumer,9,1809,Platinum,Texas
HQ-13174,Female,35-44,Furniture,12,Laptop,Social Media,1412.5104,PayPal,Yes,0.3,Yes,Home Office,9,1326,Bronze,Alabama
HQ-14386,Female,25-34,Furniture,19,Tablet,Search Engine,1277.7067,Credit Card,Yes,0.3,No,Corporate,1,3235,Platinum,Ohio
HQ-18038,Female,45-54,Furniture,11,Desktop,Direct,1130.2247,Debit Card,Yes,0.2,Yes,Corporate,3,3377,Silver,Ohio
HQ-19895,Male,45-54,Technology,9,Tablet,Social Media,296.792,PayPal,Yes,0.7,No,Home Office,6,1965,Gold,California
HQ-23526,Female,18-24,Technology,3,Laptop,Social Media,970.928,Debit Card,Yes,0.3,No,Corporate,7,4966,Gold,Florida
HQ-29995,Female,55-64,Furniture,3,Desktop,Social Media,635.4552,Debit Card,Yes,0.1,No,Home Office,8,1062,Gold,Alabama
HQ-33679,Male,35-44,Furniture,11,Mobile,Direct,376.8304,Credit Card,Yes,0.2,Yes,Home Office,1,1613,Silver,California
HQ-34229,Male,55-64,Home Supplies,9,Desktop,Social Media,1390.968,Bank Transfer,Yes,0.3,No,Home Office,7,1603,Gold,Texas
HQ-44182,Female,18-24,Technology,11,Tablet,Email,587.704,Debit Card,Yes,0.7,Yes,Home Office,5,1918,Platinum,Ohio
HQ-46537,Female,45-54,Technology,13,Tablet,Email,380.729,Bank Transfer,Yes,0.7,No,Consumer,10,620,Bronze,Alabama
HQ-47844,Female,35-44,Technology,3,Laptop,Direct,1507.4775,PayPal,Yes,0.1,No,Corporate,9,4785,Platinum,Texas
HQ-48712,Male,35-44,Home Supplies,1,Laptop,Direct,1466.299,PayPal,Yes,0.1,No,Home Office,3,1823,Gold,Ohio
HQ-52317,Female,25-34,Furniture,12,Laptop,Direct,1173.7826,PayPal,Yes,0.1,No,Home Office,1,1281,Bronze,Ohio
HQ-52734,Male,25-34,Technology,14,Desktop,Email,1439.541,Credit Card,Yes,0.1,No,Consumer,1,1697,Gold,California
HQ-53692,Male,65+,Home Supplies,19,Desktop,Email,1413.432,Credit Card,Yes,0.3,Yes,Corporate,4,3722,Platinum,California
HQ-58697,Female,18-24,Technology,2,Desktop,Email,1858.9817,PayPal,Yes,0.7,No,Consumer,4,1627,Silver,New York
HQ-58877,Female,35-44,Technology,2,Tablet,Email,602.2886,PayPal,Yes,0.1,No,Home Office,10,2076,Platinum,New York
HQ-59634,Male,18-24,Home Supplies,18,Laptop,Direct,1824.984,PayPal,Yes,0.8,Yes,Home Office,6,1146,Gold,Texas
HQ-62442,Male,35-44,Furniture,19,Mobile,Social Media,572.1384,Bank Transfer,Yes,0.7,Yes,Consumer,4,1229,Platinum,Alabama
HQ-75683,Female,25-34,Technology,9,Desktop,Email,1960.7856,Credit Card,Yes,0.3,No,Consumer,4,1472,Silver,California
HQ-76847,Male,45-54,Furniture,2,Laptop,Direct,1353.4767,Debit Card,Yes,0.5,Yes,Home Office,4,2590,Bronze,New York
HQ-77431,Male,35-44,Technology,11,Mobile,Email,895.7974,Debit Card,Yes,0.3,Yes,Consumer,1,342,Platinum,Florida
HQ-77535,Male,35-44,Furniture,10,Laptop,Email,1068.156,Credit Card,Yes,0.1,No,Consumer,3,1168,Bronze,New York
HQ-77876,Female,65+,Furniture,3,Desktop,Social Media,626.2775,Credit Card,Yes,0.1,No,Home Office,3,1856,Silver,New York
HQ-78736,Male,55-64,Furniture,17,Mobile,Social Media,860.2564,Debit Card,Yes,0.7,Yes,Corporate,2,3471,Silver,New York
HQ-83533,Female,55-64,Furniture,1,Tablet,Search Engine,386.344,Bank Transfer,Yes,0.8,No,Consumer,10,937,Gold,Alabama
HQ-83720,Male,35-44,Home Supplies,2,Tablet,Search Engine,347.1736,Debit Card,Yes,0.1,No,Consumer,7,419,Gold,Ohio
HQ-87874,Male,25-34,Furniture,9,Mobile,Search Engine,227.8512,Credit Card,Yes,0.5,No,Corporate,2,4985,Silver,California
HQ-88660,Male,35-44,Furniture,16,Tablet,Email,858.8128,Credit Card,No,0,No,Consumer,4,307,Silver,Ohio
HQ-88932,Male,25-34,Technology,19,Desktop,Email,2285.6608,PayPal,Yes,0.2,Yes,Corporate,4,4764,Gold,Ohio
HQ-89715,Male,18-24,Technology,10,Desktop,Social Media,775.136,Debit Card,Yes,0.8,Yes,Corporate,10,3555,Gold,New York
HQ-98700,Male,55-64,Furniture,1,Mobile,Direct,670.42,Bank Transfer,No,0,No,Home Office,8,2826,Bronze,California
HQ-99122,Male,35-44,Home Supplies,17,Laptop,Social Media,1872.2512,PayPal,No,0,No,Home Office,8,2039,Gold,Texas
HR-01431,Male,25-34,Home Supplies,8,Tablet,Direct,320.104,Credit Card,Yes,0.7,No,Home Office,8,1250,Gold,Alabama
HR-05996,Male,55-64,Technology,7,Tablet,Email,76.4833,Debit Card,Yes,0.1,No,Home Office,2,1169,Gold,Texas
HR-09141,Male,55-64,Technology,10,Laptop,Email,1148.347,Bank Transfer,Yes,0.3,No,Home Office,9,2390,Gold,Texas
HR-13684,Female,65+,Furniture,1,Desktop,Search Engine,665.16,Credit Card,Yes,0.1,No,Consumer,9,884,Silver,Texas
HR-17231,Male,55-64,Technology,8,Desktop,Email,1503.1468,Debit Card,Yes,0.1,No,Corporate,5,3230,Platinum,Texas
HR-18768,Male,55-64,Technology,14,Laptop,Search Engine,878.416,Bank Transfer,Yes,0.1,No,Corporate,4,4633,Bronze,Florida
HR-20954,Female,65+,Home Supplies,13,Laptop,Social Media,1327.7104,Credit Card,Yes,0.5,Yes,Home Office,2,2555,Platinum,Ohio
HR-25305,Female,65+,Furniture,15,Tablet,Social Media,263.4132,Credit Card,Yes,0.5,Yes,Home Office,10,2242,Bronze,Florida
HR-26869,Female,65+,Furniture,14,Mobile,Social Media,306.7568,PayPal,Yes,0.3,No,Consumer,5,1375,Gold,Alabama
HR-27698,Female,55-64,Home Supplies,8,Desktop,Search Engine,962.524,Bank Transfer,Yes,0.1,No,Corporate,2,4979,Platinum,Texas
HR-30704,Female,35-44,Furniture,9,Laptop,Social Media,1669.763,PayPal,Yes,0.2,Yes,Home Office,5,2567,Platinum,Florida
HR-32186,Female,65+,Furniture,12,Laptop,Email,1111.904,Bank Transfer,Yes,0.2,Yes,Home Office,5,2232,Silver,Alabama
HR-38689,Female,65+,Furniture,9,Laptop,Direct,744.1009,Debit Card,Yes,0.2,Yes,Consumer,8,844,Platinum,Texas
HR-41676,Female,18-24,Furniture,11,Desktop,Email,943.3544,Credit Card,Yes,0.1,No,Corporate,9,3343,Gold,Ohio
HR-44225,Male,55-64,Furniture,7,Mobile,Social Media,96.7279,PayPal,Yes,0.1,No,Consumer,7,1732,Silver,New York
HR-46373,Male,25-34,Furniture,15,Tablet,Social Media,484.4448,PayPal,Yes,0.2,Yes,Home Office,1,2776,Platinum,Alabama
HR-46712,Male,25-34,Technology,9,Laptop,Email,2204.2656,PayPal,Yes,0.5,No,Consumer,4,212,Bronze,California
HR-53026,Male,45-54,Furniture,18,Desktop,Search Engine,1674.6948,PayPal,Yes,0.1,No,Home Office,4,1605,Gold,California
HR-56965,Female,65+,Technology,11,Laptop,Direct,1674.519,Bank Transfer,Yes,0.2,Yes,Consumer,2,1544,Silver,Alabama
HR-57519,Male,35-44,Technology,10,Desktop,Direct,1699.0876,Credit Card,Yes,0.1,No,Home Office,7,1067,Gold,New York
HR-63954,Male,18-24,Home Supplies,13,Desktop,Email,2043.0964,Debit Card,Yes,0.1,Yes,Home Office,1,2742,Platinum,New York
HR-68730,Male,18-24,Technology,15,Desktop,Email,1349.585,PayPal,Yes,0.1,Yes,Consumer,8,1370,Bronze,California
HR-72566,Female,35-44,Technology,14,Mobile,Direct,647.5784,Bank Transfer,Yes,0.8,Yes,Home Office,3,1223,Platinum,California
HR-74220,Male,25-34,Technology,13,Tablet,Search Engine,612.4912,Credit Card,Yes,0.5,Yes,Corporate,4,4925,Platinum,Texas
HR-76264,Male,45-54,Home Supplies,5,Desktop,Direct,1286.8576,Credit Card,Yes,0.3,No,Home Office,10,2432,Bronze,California
HR-77066,Female,35-44,Home Supplies,15,Desktop,Direct,883.539,Credit Card,Yes,0.5,Yes,Corporate,7,3466,Gold,Alabama
HR-77647,Male,55-64,Technology,14,Desktop,Search Engine,1170.3004,PayPal,Yes,0.2,Yes,Home Office,4,2887,Gold,New York
HR-82668,Male,45-54,Furniture,19,Laptop,Direct,1631.7442,Bank Transfer,Yes,0.3,No,Home Office,7,2244,Platinum,Alabama
